nombre,tipo,eslora,manga,calado,año,origen,bandera,imo,puertoDestino,urlPuertoDestino,puertoOrigen,urlPuertoOrigen,ETA,ETAPredecido,distancia,tiempo,rumbo,velocidad,caladoActual,estadoNavegacion,ultimaPosicionRecibida,MMSI,signal,GT,DWT,TEU,crudo,grano,fardo,puerto01_nombre,puerto01_llegada,puerto01_salida,puerto01_tiempo,puerto02_nombre,puerto02_llegada,puerto02_salida,puerto02_tiempo,puerto03_nombre,puerto03_llegada,puerto03_salida,puerto03_tiempo,puerto04_nombre,puerto04_llegada,puerto04_salida,puerto04_tiempo,puerto05_nombre,puerto05_llegada,puerto05_salida,puerto05_tiempo
SEA MAJESTY,Crude Oil Tanker,333,60,,2017,,Liberia,9783344,,,,,,-,,,319.1°,11.6 kn,11.0 m,-,"Apr 16, 2023 05:03 UTC",636021861,5LGB3,162543,308206,-,-,-,-,"Singapore Anch. 5, Singapore","Apr 13, 23:36","Apr 15, 00:15",1d,"Changxindao, China","Mar 29, 22:28","Apr 1, 22:21",2d 23h,,,,,,,,,,,,
YUAN CHUN HU,Crude Oil Tanker,333,60,,2014,,China,9681209,,,,,,,,,322.8°,14.4 kn,10.8 m,-,"Apr 15, 2023 22:45 UTC",414208000,BQBY,162542,308013,-,-,-,-,"Singapore Anch. 5, Singapore","Apr 14, 02:15","Apr 15, 00:43",22h 28m,"Ningbo, China","Apr 5, 04:37","Apr 7, 03:43",1d 23h,"Basrah Oil Terminal Anch., Iraq","Mar 12, 23:27","Mar 13, 08:14",8h 47m,"Basrah Oil Terminal, Iraq","Mar 9, 17:22","Mar 12, 22:49",3d 5h,"Basrah Oil Terminal Anch., Iraq","Mar 9, 13:12","Mar 9, 16:47",3h 35m
COSHONOUR LAKE,Crude Oil Tanker,333,60,,2017,,Hong Kong,9783332,,,,,,-,,,46.6°,11.5 kn,20.4 m,-,"Apr 21, 2023 02:34 UTC",477057700,VRQV6,162542,307953,-,-,-,-,"Singapore Anch. 4, Singapore","Apr 20, 04:17","Apr 20, 23:16",18h 59m,"Basrah Oil Terminal, Iraq","Apr 2, 19:22","Apr 6, 01:53",3d 6h,"Basrah Oil Terminal Anch., Iraq","Apr 2, 10:21","Apr 2, 19:13",8h 51m,"Basrah Oil Terminal Anch., Iraq","Mar 29, 17:49","Apr 2, 09:12",3d 15h,"Basrah Oil Terminal, Iraq","Mar 27, 12:52","Mar 29, 17:05",2d 4h
YUAN YUE HU,Crude Oil Tanker,333,60,,2015,,China,9681211,,,,,,-,,,314.2°,13.3 kn,11.0 m,-,"Apr 16, 2023 12:56 UTC",414215000,BOYM,162542,308079,-,-,-,-,"Singapore Anch. 4, Singapore","Apr 14, 03:38","Apr 15, 15:38",1d 11h,"Liuheng, China","Mar 30, 13:54","Apr 5, 00:37",5d 10h,"Liuheng, China","Mar 3, 10:40","Mar 30, 07:17",26d 20h,"Zhoushan Anch., China","Feb 22, 06:04","Mar 1, 07:30",7d 1h,,,,
COSFLOURISH LAKE,Crude Oil Tanker,333,60,,2017,,Hong Kong,9783356,,,,,,-,,,120.8°,12.3 kn,21.5 m,-,"Apr 2, 2023 23:27 UTC",477142100,VRRF6,162542,308152,-,-,-,-,"Loop Term., United States (USA)","Mar 4, 16:14","Mar 8, 22:30",4d 6h,"Loop Terminal Anch., United States (USA)","Mar 4, 04:26","Mar 4, 15:09",10h 42m,,,,,,,,,,,,
COSWISDOM LAKE,Crude Oil Tanker,333,60,,2016,,Hong Kong,9727194,,,,,,,,,285.8°,8.8 kn,11.0 m,Under way,"Apr 23, 2023 00:08 UTC",477252100,VRQD5,162542,308019,-,-,-,-,"Rotterdam Maasvlakte, Netherlands","Apr 5, 07:50","Apr 7, 15:53",2d 8h,"Rotterdam Anch. DW 2, Netherlands","Apr 3, 08:07","Apr 5, 02:57",1d 18h,"Sidi Kerir Oil Term., Egypt","Mar 21, 13:57","Mar 22, 12:24",22h 27m,"Sidi Kerir Terminal Anch., Egypt","Mar 20, 13:21","Mar 21, 10:59",21h 38m,"As Suways (Suez) Anch., Egypt","Mar 18, 04:04","Mar 19, 09:39",1d 5h
COSDIGNITY LAKE,Crude Oil Tanker,333,60,,2017,,Hong Kong,9727209,,,,,,-,,,121.6°,0.1 kn,20.7 m,-,"Apr 12, 2023 03:40 UTC",477884300,VRQK9,162542,308085,-,-,-,-,"La Paloma Anch., Uruguay","Apr 11, 09:48",-,-,"La Paloma Anch., Uruguay","Apr 10, 18:48","Apr 11, 09:25",14h 36m,"La Paloma Anch., Uruguay","Apr 7, 18:46","Apr 9, 13:11",1d 18h,"La Paloma Anch., Uruguay","Mar 28, 01:49","Apr 7, 15:31",10d 13h,"Singapore Anch. 5, Singapore","Feb 26, 08:00","Feb 27, 22:59",1d 14h
DESH VISHAL,Crude Oil Tanker,333,60,,2009,,India,9371749,,,,,,,,,213°,11.8 kn,11.0 m,-,"Apr 20, 2023 03:21 UTC",419778000,AUTP,162412,321137,-,,-,-,"Zhoushan, China","Apr 14, 09:33","Apr 18, 01:57",3d 16h,"Ningbo Anch., China","Apr 13, 14:34","Apr 14, 06:07",15h 33m,"Basrah Oil Terminal Anch., Iraq","Mar 21, 20:36","Mar 22, 08:46",12h 9m,"Basrah Oil Terminal, Iraq","Mar 18, 19:16","Mar 21, 20:29",3d 1h,"Basrah Oil Terminal Anch., Iraq","Mar 18, 13:28","Mar 18, 19:16",5h 47m
KIDAN,Crude Oil Tanker,333,60,,2010,,Liberia,9519482,,,,,,-,,,197°,0.1 kn,10.5 m,At anchor,"Apr 23, 2023 00:18 UTC",636017298,D5KF9,162330,321050,-,,-,-,"Ras Tanura Anch., Saudi Arabia","Apr 17, 13:44",-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 14, 01:53","Apr 15, 09:14",1d 7h,"Ain Sukhna Oil Field Term., Egypt","Apr 2, 13:04","Apr 4, 10:03",1d 20h,"Ain Sukhna Anch., Egypt","Mar 24, 23:51","Apr 2, 12:17",8d 12h,"Ar Rayis, Saudi Arabia","Mar 21, 12:25","Mar 23, 01:16",1d 12h
WEDYAN,Crude Oil Tanker,333,60,,2010,,Liberia,9524970,,,,,,-,,,117.1°,13.1 kn,21.1 m,Under way,"Apr 22, 2023 17:32 UTC",636017299,D5KG2,162330,321234,-,,-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 21, 12:48","Apr 22, 11:07",22h 19m,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 17, 22:33","Apr 19, 11:57",1d 13h,"Ras Tanura Anch., Saudi Arabia","Apr 9, 14:20","Apr 17, 19:25",8d 5h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 6, 15:05","Apr 8, 00:10",1d 9h,"Singapore Anch. 5, Singapore","Mar 25, 16:35","Mar 26, 07:02",14h 27m
MARAN THALEIA,Crude Oil Tanker,333,60,,2011,,Greece,9527295,,,,,,,,,102.3°,13.3 kn,16.5 m,Under way,"Apr 23, 2023 00:20 UTC",241390000,SVCF8,162307,321225,-,,-,-,"Rotterdam, Netherlands","Mar 11, 20:41","Mar 15, 03:16",3d 6h,"Rotterdam Anch. 4 West, Netherlands","Mar 6, 17:39","Mar 11, 17:48",5d,"Montoir Anch., France","Feb 28, 09:56","Mar 4, 13:57",4d 4h,"Rotterdam, Netherlands","Feb 21, 03:49","Feb 22, 20:27",1d 16h,,,,
ALMI ATLAS,Crude Oil Tanker,336,60,,2018,,Liberia,9816323,,,,,,-,,,50.1°,1.0 kn,22.1 m,Under way,"Apr 23, 2023 00:03 UTC",636017969,D5NP3,162306,315221,-,-,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 19, 01:55","Apr 21, 02:29",2d,"Ras Tanura Anch., Saudi Arabia","Apr 14, 01:35","Apr 18, 22:52",4d 21h,"Singapore Anch. 5, Singapore","Mar 31, 03:05","Mar 31, 23:04",19h 58m,"Liuheng, China","Mar 21, 06:39","Mar 22, 23:21",1d 16h,"Daqianmen Island, China","Mar 17, 18:18","Mar 21, 06:14",3d 11h
ALMI TITAN,Crude Oil Tanker,336,60,,2018,,Liberia,9816335,,,,,,,,,120.9°,11.4 kn,21.4 m,-,"Apr 22, 2023 05:12 UTC",636017970,D5NP4,162306,315299,-,-,-,-,"Loop Term., United States (USA)","Mar 20, 21:43","Mar 25, 22:24",5d,"Loop Terminal Anch., United States (USA)","Mar 19, 00:37","Mar 20, 20:48",1d 20h,,,,,,,,,,,,
SAHBA,Crude Oil Tanker,333,60,,2009,,Saudi Arabia,9388273,,,,,,-,,,343°,2.8 kn,20.8 m,Under way,"Apr 22, 2023 20:46 UTC",403547000,HZGE,162286,317563,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 28, 12:43","Mar 30, 07:31",1d 18h,"Ras Tanura Anch., Saudi Arabia","Mar 26, 13:02","Mar 28, 09:54",1d 20h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 22, 11:21","Mar 24, 23:43",2d 12h,"Onsan, Korea","Feb 28, 00:19","Mar 1, 19:13",1d 18h,,,,
GHAZAL,Crude Oil Tanker,333,60,,2009,,Saudi Arabia,9387009,,,,,,,,,206°,10.4 kn,11.0 m,-,"Apr 18, 2023 05:51 UTC",403508000,HZBM,162286,317664,-,,-,-,"Onsan, Korea","Apr 14, 00:15","Apr 15, 19:48",1d 19h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 18, 11:52","Mar 20, 13:02",2d 1h,"Ras Tanura Anch., Saudi Arabia","Mar 17, 17:15","Mar 18, 08:36",15h 20m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 15, 02:45","Mar 16, 01:47",23h 2m,"Onsan, Korea","Feb 22, 00:00","Feb 22, 09:23",9h 22m
DORRA,Crude Oil Tanker,333,60,,2009,,Saudi Arabia,9386964,,,,,,-,,,148°,0.0 kn,10.5 m,At anchor,"Apr 23, 2023 00:20 UTC",403509000,HZCP,162286,317458,-,,-,-,"Ras Tanura Anch., Saudi Arabia","Apr 20, 20:37",-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 17, 03:07","Apr 19, 05:37",2d 2h,"Galle Anch., Sri Lanka","Apr 10, 15:01","Apr 10, 19:13",4h 11m,"Onsan, Korea","Mar 25, 23:58","Mar 27, 19:09",1d 19h,"Ju'aymah Oil Field Term., Saudi Arabia","Feb 23, 21:54","Feb 26, 05:53",2d 7h
JALADI,Crude Oil Tanker,332,58,,2008,,Saudi Arabia,9384227,,,,,,,,,248°,14.6 kn,21.0 m,-,"Apr 20, 2023 01:44 UTC",403591000,HZHE,162252,319464,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 2, 20:59","Apr 4, 15:29",1d 18h,"Ras Tanura Anch., Saudi Arabia","Mar 31, 18:13","Apr 1, 06:36",12h 22m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 29, 03:00","Mar 30, 05:15",1d 2h,"Singapore Anch. 5, Singapore","Mar 17, 20:09","Mar 18, 10:16",14h 6m,"Gwangyang, Korea","Mar 8, 00:37","Mar 9, 06:26",1d 5h
JAHAM,Crude Oil Tanker,332,60,,2008,,Saudi Arabia,9378541,,,,,,-,,,33°,0.0 kn,21.6 m,At anchor,"Apr 23, 2023 00:19 UTC",403589000,HZGU,162252,319430,-,,-,-,"Ain Sukhna Anch., Egypt","Apr 14, 19:09",-,-,"Ar Rayis, Saudi Arabia","Apr 11, 09:16","Apr 12, 22:48",1d 13h,"Ain Sukhna Oil Field Term., Egypt","Apr 6, 07:42","Apr 8, 04:06",1d 20h,"Ain Sukhna Anch., Egypt","Mar 27, 01:04","Apr 6, 06:39",10d 5h,"Ar Rayis, Saudi Arabia","Mar 23, 19:40","Mar 25, 04:28",1d 8h
MANIFA,Crude Oil Tanker,333,58,,2008,,Saudi Arabia,9384198,,,,,,-,,,174°,12.6 kn,20.7 m,-,"Apr 13, 2023 09:06 UTC",403560000,HZGW,162252,319427,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 10, 03:18","Apr 11, 11:33",1d 8h,"Ras Tanura Anch., Saudi Arabia","Apr 9, 15:35","Apr 9, 23:46",8h 11m,"Ras Tanura, Saudi Arabia","Apr 4, 03:09","Apr 9, 12:59",5d 9h,"Ras Tanura Anch., Saudi Arabia","Apr 4, 01:24","Apr 4, 02:51",1h 27m,"Jebel Ali Anch., United Arab Emirates (UAE)","Apr 1, 09:51","Apr 2, 03:37",17h 46m
KHUZAMA,Crude Oil Tanker,333,60,,2008,,Saudi Arabia,9384215,,,,,,,,,79°,14.0 kn,20.4 m,-,"Apr 19, 2023 18:57 UTC",403562000,HZGY,162252,319423,-,,-,-,,,,,,,,,,,,,,,,,,,,
KARAN,Crude Oil Tanker,332,58,,2009,,Saudi Arabia,9384239,,,,,,-,,,59°,11.3 kn,21.7 m,-,"Mar 29, 2023 00:19 UTC",403571000,HZHF,162252,319410,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 26, 09:06","Mar 27, 20:53",1d 11h,"Ras Tanura Anch., Saudi Arabia","Mar 25, 20:29","Mar 26, 05:15",8h 45m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 23, 10:35","Mar 24, 05:49",19h 13m,"Ain Sukhna Anch., Egypt","Mar 13, 03:47","Mar 13, 05:14",1h 26m,"Ain Sukhna Oil Field Term., Egypt","Mar 11, 06:36","Mar 13, 02:12",1d 19h
SHAYBAH,Crude Oil Tanker,332,58,,2008,,Saudi Arabia,9384203,,,,,,-,,,330°,0.0 kn,20.7 m,At anchor,"Apr 23, 2023 00:20 UTC",403561000,HZGX,162252,319429,-,,-,-,"Pasir Gudang, Johor Anch., Malaysia","Mar 29, 09:03",-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 13, 21:46","Mar 15, 19:15",1d 21h,"Ras Tanura Anch., Saudi Arabia","Mar 11, 08:00","Mar 13, 18:53",2d 10h,"Ras Tanura Anch., Saudi Arabia","Mar 9, 11:19","Mar 10, 13:10",1d 1h,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 7, 01:37","Mar 7, 22:48",21h 11m
TATESHINA,Crude Oil Tanker,340,60,-,2021,-,Liberia,9910117,,,,,,,,,53.3°,11.1 kn,20.0 m,-,"Apr 13, 2023 04:57 UTC",636021014,5LBV3,162218,311979,-,-,-,-,"Ras Tanura, Saudi Arabia","Mar 28, 20:53","Mar 30, 11:53",1d 14h,"Ras Tanura Anch., Saudi Arabia","Mar 27, 12:33","Mar 28, 20:24",1d 7h,"Zirku Oil Field Term., United Arab Emirates (UAE)","Mar 25, 21:05","Mar 26, 09:16",12h 10m,"Singapore Anch. 5, Singapore","Mar 11, 02:34","Mar 12, 03:14",1d,"Ningbo, China","Mar 2, 01:23","Mar 4, 07:26",2d 6h
AMPHITRITE,Crude Oil Tanker,333,60,,2010,,Malta,9455973,,,,,,-,,,308°,13.1 kn,9.6 m,-,"Apr 8, 2023 02:19 UTC",256906000,9HA4033,162203,320137,-,,-,-,"Singapore Anch. 4, Singapore","Apr 5, 06:34","Apr 7, 00:19",1d 17h,"Jinzhou, China","Mar 23, 00:04","Mar 26, 02:58",3d 2h,"Dalian, China","Mar 19, 23:09","Mar 22, 00:16",2d 1h,"Dalian Anch., China","Mar 18, 02:32","Mar 19, 21:40",1d 19h,"Singapore Anch. 4, Singapore","Mar 7, 08:56","Mar 8, 07:49",22h 52m
PRINCESS NATALIE,Crude Oil Tanker,333,60,,2011,,Cyprus,9457452,,,,,,,,,94°,11.5 kn,21.0 m,Under way,"Apr 23, 2023 00:21 UTC",210390000,5BYR5,162203,320261,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 20, 13:52","Apr 22, 00:23",1d 10h,"Ras Tanura Anch., Saudi Arabia","Apr 20, 07:30","Apr 20, 11:01",3h 30m,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 17, 21:23","Apr 19, 02:16",1d 4h,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 17, 02:42","Apr 17, 20:52",18h 10m,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 10, 05:48","Apr 14, 09:16",4d 3h
EUROSPIRIT,Crude Oil Tanker,333,60,,2011,,Liberia,9480837,,,,,,,,,318°,12.6 kn,11.5 m,Under way,"Apr 23, 2023 00:04 UTC",636020143,D5XW7,162203,320105,-,,-,-,"Singapore Anch. 4, Singapore","Apr 21, 13:23","Apr 22, 06:26",17h 2m,"EOPL Singapore Anch., Singapore","Apr 20, 21:48","Apr 21, 06:48",9h,"Lanshan, China","Apr 10, 00:16","Apr 12, 04:03",2d 3h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 14, 10:38","Mar 16, 21:54",2d 11h,"Ras Tanura Anch., Saudi Arabia","Mar 12, 17:51","Mar 14, 07:02",1d 13h
ANDROMEDA,Crude Oil Tanker,333,60,,2008,,Malta,9352561,,,,,,-,,,308°,11.5 kn,11.0 m,-,"Apr 7, 2023 18:06 UTC",256568000,9HA3956,162198,321300,-,,-,-,"Singapore Anch. 5, Singapore","Apr 4, 08:45","Apr 6, 15:45",2d 7h,"Singapore Anch. 1, Singapore","Mar 30, 20:02","Apr 1, 20:54",2d,"Sriracha Term., Thailand","Mar 26, 03:36","Mar 27, 12:21",1d 8h,"Sungai Linggi, Malaysia","Mar 17, 00:24","Mar 20, 03:01",3d 2h,,,,
ATLANTAS,Crude Oil Tanker,333,60,,2010,,Liberia,9389899,,,,,,-,,,72°,12.4 kn,21.0 m,Under way,"Apr 22, 2023 22:50 UTC",636014688,A8VX2,162198,321300,-,,-,-,"Basrah Oil Terminal Anch., Iraq","Apr 20, 10:01","Apr 21, 05:54",19h 53m,"Basrah Oil Terminal, Iraq","Apr 17, 21:01","Apr 20, 09:28",2d 12h,"Basrah Oil Terminal Anch., Iraq","Apr 17, 15:57","Apr 17, 21:00",5h 3m,"Singapore Anch. 4, Singapore","Apr 4, 04:48","Apr 4, 14:54",10h 6m,"Zhoushan, China","Mar 26, 06:34","Mar 28, 06:02",1d 23h
KIRKUK,Crude Oil Tanker,333,60,,2019,,Marshall Islands,9829655,,,,,,,,,285.1°,12.4 kn,11.4 m,-,"Apr 12, 2023 02:12 UTC",538008148,V7A2016,162192,320596,-,-,-,-,"Singapore Anch. 5, Singapore","Mar 17, 09:07","Mar 18, 07:12",22h 5m,"Qingdao, China","Mar 5, 01:47","Mar 7, 13:38",2d 11h,,,,,,,,,,,,
C. DIGNITY,Crude Oil Tanker,336,60,,2009,,Panama,9421984,,,,,,,,,90.3°,13.2 kn,19.3 m,-,"Apr 15, 2023 11:39 UTC",372477000,3FXA5,162180,313875,-,,-,-,"Zirku Tanker North Anch., United Arab Emirates (UAE)","Apr 14, 16:08","Apr 14, 17:18",1h 9m,"Zirku Oil Field Term., United Arab Emirates (UAE)","Apr 13, 19:11","Apr 14, 14:14",19h 3m,"Zirku Tanker North Anch., United Arab Emirates (UAE)","Apr 13, 09:33","Apr 13, 18:28",8h 54m,"Ras Laffan, Qatar","Apr 10, 20:45","Apr 12, 19:32",1d 22h,"Al Fujayrah Anch., United Arab Emirates (UAE)","Apr 3, 05:01","Apr 9, 12:10",6d 7h
C. GLORY,Crude Oil Tanker,336,60,,2009,,Panama,9419620,,,,,,,,,311.5°,14.5 kn,10.7 m,-,"Apr 18, 2023 20:48 UTC",370758000,3FQD4,162180,314089,-,,-,-,"Singapore Anch. 4, Singapore","Apr 16, 04:16","Apr 18, 01:47",1d 21h,"Incheon, Korea","Apr 6, 08:04","Apr 7, 21:08",1d 13h,"Onsan, Korea","Mar 31, 23:50","Apr 1, 08:28",8h 37m,"Onsan, Korea","Mar 30, 00:27","Mar 30, 22:49",22h 21m,"Fujairah, United Arab Emirates (UAE)","Mar 6, 00:29","Mar 7, 05:48",1d 5h
KAHLA,Crude Oil Tanker,333,60,,2009,,Saudi Arabia,9386952,,,,,,,,,114°,12.0 kn,19.5 m,-,"Apr 19, 2023 01:03 UTC",403510000,HZCR,162160,317521,-,,-,-,"Ju'aymah Oil Field Term., Saudi Arabia","Apr 9, 20:27","Apr 11, 05:45",1d 9h,"Ras Tanura Anch., Saudi Arabia","Apr 7, 04:56","Apr 9, 16:32",2d 11h,"Mina' al Ahmadi Terminal Term., Kuwait","Apr 4, 21:36","Apr 6, 02:50",1d 5h,"Mina' 'Abd Allah Anch., Kuwait","Apr 4, 11:26","Apr 4, 19:59",8h 32m,"Shuaiba Anch., Kuwait","Apr 3, 08:05","Apr 4, 10:42",1d 2h
C. PROGRESS,Crude Oil Tanker,333,60,,2012,,Panama,9605205,,,,,,-,,,310.7°,14.3 kn,10.9 m,-,"Apr 22, 2023 10:24 UTC",373705000,3FLB3,162044,313990,-,,-,-,"Onsan, Korea","Apr 12, 00:39","Apr 13, 16:35",1d 15h,"Ras Tanura, Saudi Arabia","Mar 17, 12:31","Mar 19, 10:13",1d 21h,"Singapore Anch. 5, Singapore","Mar 5, 02:47","Mar 6, 12:45",1d 9h,"Zhanjiang, China","Feb 25, 05:56","Feb 27, 06:53",2d,,,,
C. INFINITY,Crude Oil Tanker,333,60,,2012,,Panama,9605190,,,,,,,,,99.1°,13.7 kn,20.6 m,-,"Apr 19, 2023 13:24 UTC",373606000,3FKR7,162044,313990,-,,-,-,"Ingleside, United States (USA)","Mar 12, 23:02","Mar 15, 18:23",2d 19h,"Corpus Christi Anch., United States (USA)","Mar 10, 17:57","Mar 12, 21:20",2d 3h,,,,,,,,,,,,
YASA SCORPION,Crude Oil Tanker,333,60,,2013,,Marshall Islands,9643271,,,,,,-,,,302.1°,9.4 kn,20.3 m,-,"Apr 7, 2023 07:25 UTC",538010448,V7A6054,162044,313998,-,,-,-,"Singapore Anch. 5, Singapore","Mar 30, 04:37","Mar 31, 05:06",1d,"Yangpu, China","Mar 22, 06:01","Mar 24, 22:58",2d 16h,"Yangpu Anch., China","Mar 21, 10:38","Mar 22, 02:56",16h 17m,"Mina' al Fahl Term., Oman","Mar 2, 07:57","Mar 6, 07:24",3d 23h,"Mina al Fahl Anch., Oman","Feb 27, 10:11","Mar 2, 05:35",2d 19h
C. FREEDOM,Crude Oil Tanker,333,60,,2013,,Panama,9643283,,,,,,,,,126.1°,14.6 kn,21.0 m,-,"Apr 21, 2023 07:36 UTC",353370000,HPEJ,162044,313998,-,,-,-,"Mina' al Ahmadi Oil Field Term., Kuwait","Apr 17, 08:29","Apr 19, 10:19",2d 1h,"Singapore Anch. 5, Singapore","Apr 4, 02:14","Apr 5, 09:31",1d 7h,"Onsan, Korea","Mar 26, 01:17","Mar 27, 06:27",1d 5h,"Onsan, Korea","Mar 22, 00:30","Mar 23, 03:17",1d 2h,"Mina' al Ahmadi Oil Field Term., Kuwait","Feb 27, 08:29","Feb 28, 16:41",1d 8h
C. SPIRIT,Crude Oil Tanker,333,60,,2013,,Panama,9643269,,,,,,-,,,154.7°,0.0 kn,14.6 m,At anchor,"Apr 23, 2023 00:21 UTC",370252000,3FMZ9,162044,313998,-,,-,-,"Long Beach Anch., United States (USA)","Apr 22, 17:59",-,-,"Long Beach Anch., United States (USA)","Apr 19, 19:41","Apr 21, 06:33",1d 10h,"Long Beach Anch., United States (USA)","Apr 7, 01:05","Apr 19, 19:09",12d 18h,"Long Beach, United States (USA)","Apr 2, 23:09","Apr 3, 23:31",1d,"Long Beach, United States (USA)","Mar 28, 00:27","Mar 29, 06:05",1d 5h
KISOGAWA,Crude Oil Tanker,340,60,,2017,,Japan,9805087,,,,,,,,,314.9°,11.4 kn,11.1 m,-,"Apr 16, 2023 00:31 UTC",431114000,7KJV,162032,311831,-,-,-,-,"Singapore Anch. 3, Singapore","Apr 14, 07:33","Apr 15, 00:22",16h 49m,"Singapore, Singapore","Mar 28, 00:55","Apr 14, 05:56",17d 5h,"Singapore Anch. 3, Singapore","Mar 22, 15:56","Mar 22, 18:12",2h 16m,,,,,,,,
MARAN THETIS,Crude Oil Tanker,333,60,,2012,,Greece,9421427,,,,,,-,,,155°,14.2 kn,10.8 m,-,"Apr 19, 2023 07:39 UTC",241325000,SVBZ4,162018,320105,-,,-,-,"Ningbo, China","Apr 12, 07:34","Apr 15, 23:18",3d 15h,"Ju'aymah Oil Field Term., Saudi Arabia","Mar 20, 17:08","Mar 22, 09:46",1d 16h,"Ras Tanura Anch., Saudi Arabia","Mar 19, 20:36","Mar 20, 13:09",16h 32m,"Singapore Anch. 4, Singapore","Mar 6, 02:28","Mar 7, 22:51",1d 20h,"Ningbo, China","Feb 24, 06:08","Feb 26, 02:37",1d 20h
AMYNTAS,Crude Oil Tanker,333,60,,2019,,Liberia,9830800,,,,,,-,,,329.3°,15.8 kn,11.0 m,-,"Apr 20, 2023 12:54 UTC",636018812,D5RM6,161983,320785,-,-,-,-,"Singapore Anch. 4, Singapore","Apr 17, 22:13","Apr 19, 15:55",1d 17h,"Onsan, Korea","Apr 9, 00:09","Apr 9, 22:56",22h 46m,"Daesan, Korea","Mar 31, 08:21","Apr 1, 10:37",1d 2h,"Daesan/Seosan Anch., Korea","Mar 31, 03:52","Mar 31, 07:34",3h 41m,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Mar 10, 22:00","Mar 11, 22:28",1d
AGITOS,Crude Oil Tanker,333,60,,2019,,Liberia,9830824,,,,,,-,,,48.1°,8.5 kn,21.4 m,-,"Apr 19, 2023 09:08 UTC",636018814,D5RM8,161983,298998,-,-,-,-,"Mina' al Fahl Term., Oman","Apr 5, 05:45","Apr 8, 10:33",3d 4h,"Mina al Fahl Anch., Oman","Apr 4, 15:47","Apr 5, 02:44",10h 57m,"Singapore Anch. 4, Singapore","Mar 22, 23:03","Mar 24, 03:57",1d 4h,"Kashima, Ibaraki, Japan","Mar 12, 01:23","Mar 13, 00:21",22h 58m,"Kiire, Japan","Mar 7, 04:52","Mar 7, 20:14",15h 22m
EAGLE VARNA,Crude Oil Tanker,333,60,,2013,,Singapore,9597252,,,,,,,,,12.1°,14.6 kn,19.5 m,-,"Apr 21, 2023 16:46 UTC",566848000,9V6189,161974,299989,-,,-,-,"Ar Rayis, Saudi Arabia","Apr 5, 23:10","Apr 7, 14:01",1d 14h,"Singapore Anch. 4, Singapore","Mar 18, 02:36","Mar 19, 02:38",1d,"Dongguan Anch., China","Mar 13, 08:45","Mar 13, 11:14",2h 29m,"Shenzhen, China",-,"Feb 27, 00:53",-,,,,
DILAM,Crude Oil Tanker,333,60,,2010,,Saudi Arabia,9448700,,,,,,-,,,319.8°,0.1 kn,11.0 m,At anchor,"Apr 23, 2023 00:23 UTC",403540000,HZFY,161969,314000,-,,-,-,"Rotterdam Anch. 5, Netherlands","Apr 17, 16:12","Apr 18, 09:38",17h 25m,"Rotterdam, Netherlands","Apr 15, 18:08","Apr 17, 14:00",1d 19h,"Rotterdam Maasvlakte, Netherlands","Apr 14, 20:06","Apr 15, 17:40",21h 34m,"Rotterdam Anch. DW 2, Netherlands","Apr 14, 05:33","Apr 14, 14:30",8h 57m,"Sidi Kerir Oil Term., Egypt","Apr 1, 13:47","Apr 3, 07:33",1d 17h
ARSAN,Crude Oil Tanker,333,60,,2010,,Saudi Arabia,9421415,,,,,,,,,314.3°,13.1 kn,10.5 m,Under way,"Apr 23, 2023 00:14 UTC",403538000,HZFT,161969,314000,-,,-,-,"Khor al Fakkan Anch., United Arab Emirates (UAE)","Apr 21, 03:37","Apr 22, 07:35",1d 3h,"Singapore Anch. 5, Singapore","Apr 9, 02:34","Apr 10, 11:04",1d 8h,"Kaohsiung, Taiwan","Apr 1, 01:20","Apr 3, 04:17",2d 2h,"Kaohsiung Anch., Taiwan","Mar 31, 23:59","Apr 1, 01:18",1h 18m,"Sha-lun Term., Taiwan","Mar 29, 23:52","Mar 30, 14:58",15h 6m
